site_code,cluster_id,display_point.coordinates.latitude,main_address.structured_address.postal_code,display_point.source,main_address.structured_address.country_code,business_status.closed_date,hours,apple_categories.0,names.0.name,business_status.status,main_address.structured_address.state_province,main_address.structured_address.floor,phone_number.number,names.0.locale,main_address.structured_address.locality,main_address.structured_address.street_address.0,display_point.coordinates.longitude,names.0.name_preprocessed,name.set,pair_id,product,brand
3b1e5db7-507a-4982-b860-11f5e534e634,28340,-2.92827304,30151.0,MANUALLY_PLACED,ID,,,shopping.store.drugstore.pharmacy,K24,OPEN,Sumatra Selatan,,,en-ID,Palembang,Jalan Bypass Alang-Alang Lebar,104.6819154,k24,"{'2', '4', 'k'}",16422,,
7367b7f2-5817-43ea-8a19-ccb5c869999a,28340,-2.92829915,30151.0,MANUALLY_PLACED,ID,,,shopping.store.drugstore.pharmacy,Apotik K24,OPEN,Sumatra Selatan,1.0,,en-ID,Palembang,Jalan Bypass Alang-Alang Lebar,104.6818979,apotik k24,"{'a', ' ', 'o', '2', '4', 't', 'k', 'p', 'i'}",16422,,
3c30d669-e6cb-44d3-ae6f-271f955358fb,28441,-2.97332421,30159.0,MANUALLY_PLACED,ID,,Mo-Su 08:00-17:00,shopping.store.childrens_store.childrens_clothing_store,Yocelyn Baby Shop & Toys,OPEN,Sumatra Selatan,1.0,,en-ID,Alang Alang Lebar,Unnamed Road,104.6896857,yocelyn baby shop   toys,"{' ', 'a', 'p', 'o', 'h', 'n', 't', 'l', 'b', 'e', 'c', 'y', 's'}",16464,,
d8604ae7-40ba-4ad4-9e28-1052f4482288,28441,-2.9733788,30159.0,MANUALLY_PLACED,ID,,Mo-Fr 08:00-17:00,shopping.store.childrens_store.childrens_clothing_store,Yocelyn Baby Shop,OPEN,Sumatra Selatan,,,en-ID,Alang Alang Lebar,Unnamed Road,104.6905351,yocelyn baby shop,"{' ', 'a', 'p', 'o', 'h', 'n', 'l', 'b', 'e', 'c', 'y', 's'}",16464,,
3cde0723-d33b-4be5-83fa-77cfcf8df185,28502,-6.20403033,17121.0,MANUALLY_PLACED,ID,,Mo-Su 08:00-21:00,shopping.food_mart.grocery_store,Toko Kelontong,OPEN,Jawa Barat,,,en-ID,Bekasi Kota,Jalan Raya Kp. Irian,107.0297976,toko kelontong,"{' ', 'o', 'g', 't', 'n', 'l', 'k', 'e'}",16496,,
3966ce6e-7f9a-40fa-bf45-19fce232bb79,28502,-6.20362786,17121.0,MANUALLY_PLACED,ID,,Mo-Su 08:00-17:00,shopping.food_mart.grocery_store,Toko SRC Bambang,OPEN,Jawa Barat,1.0,,en-ID,Bekasi Kota,Bougenville,107.0298857,toko kelontong bambang,"{' ', 'a', 'o', 'g', 't', 'n', 'l', 'b', 'k', 'e', 'm'}",16497,,
3de395aa-4fc8-4bb9-af45-a7598eb361cc,28596,-6.47550323,45283.0,MANUALLY_PLACED,ID,,Mo-Su 08:00-17:00,shopping.store.home_improvement_store.hardware_store,PD Kayu Alba,OPEN,Jawa Barat,,,en-ID,Indramayu,Jalan Raya Cirebon -Indramayu,108.4603599,pd kayu alba,"{'a', ' ', 'd', 'y', 'l', 'b', 'k', 'p', 'u'}",16545,,
8b5fb4d0-6889-4613-9b44-7566bac49108,28596,-6.47506293,45283.0,MANUALLY_PLACED,ID,,Mo-Su 00:00-23:59,shopping.store.home_improvement_store.hardware_store,PD Kayu Alba Mart,OPEN,Jawa Barat,2.0,,en-ID,Indramayu,Jalan Raya Cirebon,108.4607529,pd kayu alba mart,"{'a', ' ', 't', 'd', 'y', 'l', 'b', 'k', 'p', 'r', 'm', 'u'}",16546,,
3eb3f1f8-2bcb-46a9-b6bb-4b590ab8ad47,28662,-2.92162065,30151.0,MANUALLY_PLACED,ID,,,shopping.store.floral_shop.florist,Ayam Iris Kebun Bunga,OPEN,Sumatra Selatan,1.0,,en-ID,Palembang,Jalan Kebun Bunga,104.7150147,ayam iris kebun bunga,"{'a', ' ', 'g', 'n', 's', 'b', 'k', 'e', 'y', 'i', 'r', 'm', 'u'}",16583,,
d513432e-6fe0-427a-ac4a-2b920843e2e6,28662,-2.92194617,30151.0,MANUALLY_PLACED,ID,,,shopping.store.floral_shop.florist,Ayam Iris Kebun Bunga,OPEN,Sumatra Selatan,,,en-ID,Palembang,Jalan Kebun Bunga,104.7153605,ayam iris kebun bunga,"{'a', ' ', 'g', 'n', 's', 'b', 'k', 'e', 'y', 'i', 'r', 'm', 'u'}",16584,,
